11_4_1_7_2,10946.37,124.0,105.0,['cang_bai']
7_6_1_7_2,10919.5,112.3,104.2,['cang_bai']
0_4_1_7_2,10898.7,118.1,95.3,['cang_bai']
6_7_4_7_2,10888.1,128.5,91.0,"['cang_bai', 'yue_tuan']"
7_1_1_7_2,10866.92,118.8,94.9,['cang_bai']
7_0_1_7_2,10848.28,112.3,94.9,['cang_bai']
7_4_4_7_4,10836.29,118.8,58.0,"['cang_bai', 'zong_shi']"
4_3_1_7_2,10827.37,136.3,90.6,['zhui_yi']
8_5_4_7_2,10812.87,132.3,77.4,['cang_bai']
7_7_1_7_2,10787.68,112.3,104.6,['cang_bai']
8_8_1_7_2,10778.56,127.8,94.5,['cang_bai']
6_4_4_7_2,10767.66,128.5,89.1,['cang_bai']
9_4_4_7_2,10767.66,129.8,84.4,"['zong_shi', 'cang_bai']"
6_4_4_7_0,10758.45,140.8,89.1,['cang_bai']
2_4_4_7_2,10720.67,129.8,87.9,['cang_bai']
8_3_4_7_0,10714.6,172.4,73.9,['jue_yuan']
4_3_1_7_0,10710.41,168.6,90.6,"['zhui_yi', 'jue_yuan']"
10_4_4_7_2,10709.01,129.1,81.7,"['zong_shi', 'cang_bai']"
7_4_1_7_2,10702.38,112.3,102.7,['cang_bai']
7_2_4_7_2,10670.78,112.3,91.0,['cang_bai']
1_3_4_7_2,10663.37,144.6,84.4,['jue_yuan']
5_3_1_7_2,10657.62,130.4,93.7,['zhui_yi']
7_4_1_7_0,10651.39,124.6,102.7,['cang_bai']
4_6_1_7_2,10649.3,124.0,99.9,['zhui_yi']
1_3_4_7_0,10620.89,156.9,84.4,['jue_yuan']
11_3_4_7_2,10612.47,136.3,83.6,['yue_tuan']
3_4_1_7_2,10610.45,112.3,101.1,['cang_bai']
8_4_4_7_1,10597.53,132.3,81.7,['cang_bai']
8_4_1_7_4,10588.43,134.3,64.2,"['cang_bai', 'zong_shi']"
8_3_4_0_2,10578.83,137.5,64.6,['cang_bai']
0_3_4_7_2,10574.76,130.4,73.9,[]
4_1_1_7_2,10571.83,130.5,90.6,['zhui_yi']
6_3_1_7_2,10570.58,140.8,94.9,['cang_bai']
4_3_4_7_2,10560.34,136.3,77.0,[]
8_6_4_7_0,10550.53,140.1,83.2,[]
5_3_1_7_0,10546.49,162.7,93.7,"['zhui_yi', 'jue_yuan']"
11_3_4_7_0,10540.07,168.6,83.6,"['yue_tuan', 'jue_yuan']"
4_0_1_7_2,10533.13,124.0,90.6,['zhui_yi']
4_3_4_7_0,10522.99,168.6,77.0,['jue_yuan']
4_7_1_7_2,10521.15,124.0,100.3,['zhui_yi']
4_6_1_7_0,10516.83,136.3,99.9,['zhui_yi']
8_3_4_4_2,10514.72,147.8,71.2,"['cang_bai', 'jue_yuan']"
1_6_4_7_2,10509.49,112.3,93.7,[]
8_1_4_7_0,10499.01,166.6,73.9,['jue_yuan']
0_3_4_7_0,10483.41,162.7,73.9,['jue_yuan']
5_6_1_7_2,10482.55,118.1,103.0,['zhui_yi']
8_0_4_7_0,10480.14,140.1,73.9,[]
1_1_4_7_2,10477.63,138.8,84.4,['jue_yuan']
1_0_4_7_2,10473.85,112.3,84.4,[]
6_8_4_7_2,10461.92,128.5,88.3,"['cang_bai', 'yue_tuan']"
8_2_1_7_2,10458.89,127.8,97.2,['cang_bai']
1_6_4_7_0,10451.5,144.6,93.7,['jue_yuan']
11_6_4_7_2,10449.77,124.0,92.9,['yue_tuan']
8_7_4_7_0,10427.98,140.1,83.6,['yue_tuan']
8_3_4_1_2,10427.72,147.8,73.2,"['cang_bai', 'jue_yuan']"
7_5_4_7_2,10421.41,116.8,84.8,['cang_bai']
8_6_4_0_2,10419.31,125.2,73.9,['cang_bai']
8_4_4_7_5,10410.73,147.9,81.7,"['cang_bai', 'zong_shi']"
4_6_4_7_2,10408.73,124.0,86.3,[]
5_1_1_7_2,10408.66,124.6,93.7,['zhui_yi']
4_1_1_7_0,10407.97,162.8,90.6,"['zhui_yi', 'jue_yuan']"
0_6_4_7_2,10406.44,118.1,83.2,[]
11_1_4_7_2,10399.6,130.5,83.6,['yue_tuan']
8_4_4_7_3,10399.41,138.8,60.3,['cang_bai']
6_6_1_7_2,10399.34,128.5,104.2,['cang_bai']
1_7_4_7_2,10390.89,112.3,94.1,['yue_tuan']
1_1_4_7_0,10388.25,151.1,84.4,['jue_yuan']
4_4_1_7_0,10386.16,136.3,98.4,['zhui_yi']
7_8_1_7_2,10385.93,112.3,101.9,['cang_bai']
5_3_4_7_2,10384.45,130.4,80.1,[]
4_7_1_7_0,10383.0,136.3,100.3,['zhui_yi']
11_0_4_7_2,10381.59,124.0,83.6,['yue_tuan']
4_1_4_7_2,10380.02,130.5,77.0,[]
4_0_4_7_2,10378.52,124.0,77.0,[]
5_0_1_7_2,10372.45,118.1,93.7,['zhui_yi']
11_6_4_7_0,10361.86,136.3,92.9,['yue_tuan']
1_0_4_7_0,10360.17,144.6,84.4,['jue_yuan']
8_6_4_4_2,10356.59,115.5,80.5,['cang_bai']
5_7_1_7_2,10356.01,118.1,103.4,['zhui_yi']
5_6_1_7_0,10355.9,130.4,103.0,['zhui_yi']
4_6_4_7_0,10355.88,136.3,86.3,[]
5_3_4_7_0,10352.93,162.7,80.1,['jue_yuan']
8_1_4_0_2,10351.87,131.7,64.6,['cang_bai']
6_1_1_7_2,10347.74,135.0,94.9,['cang_bai']
4_0_1_7_0,10344.97,136.3,90.6,['zhui_yi']
0_1_4_7_2,10344.67,124.6,73.9,[]
7_3_4_7_0,10342.67,156.9,81.3,['jue_yuan']
6_0_1_7_2,10328.97,128.5,94.9,['cang_bai']
11_7_4_7_2,10328.03,124.0,93.3,['yue_tuan']
1_7_4_7_0,10327.22,144.6,94.1,"['jue_yuan', 'yue_tuan']"
8_0_4_0_2,10319.75,125.2,64.6,"['cang_bai', 'hai_ran']"
6_4_4_7_4,10318.09,135.0,58.0,"['cang_bai', 'zong_shi']"
0_0_4_7_2,10317.66,118.1,73.9,['hai_ran']
8_7_4_0_2,10304.32,125.2,74.3,"['cang_bai', 'yue_tuan']"
0_6_4_7_0,10299.58,130.4,83.2,[]
4_1_4_7_0,10295.78,162.8,77.0,['jue_yuan']
8_3_4_7_4,10293.07,146.6,42.8,['zong_shi']
4_7_4_7_2,10291.27,124.0,86.7,['yue_tuan']
8_1_4_4_2,10291.07,142.0,71.2,"['cang_bai', 'jue_yuan']"
3_3_4_7_2,10287.25,144.6,79.7,['jue_yuan']
0_7_4_7_2,10282.7,118.1,83.6,['yue_tuan']
11_1_4_7_0,10280.29,162.8,83.6,"['yue_tuan', 'jue_yuan']"
8_6_4_1_2,10271.46,115.5,82.5,['cang_bai']
6_7_1_7_2,10270.7,128.5,104.6,['cang_bai']
4_0_4_7_0,10269.97,136.3,77.0,[]
1_4_4_7_0,10269.71,144.6,92.2,['jue_yuan']
8_4_4_0_2,10267.54,125.2,72.4,['cang_bai']
3_3_4_7_0,10260.59,156.9,79.7,['jue_yuan']
8_0_4_4_2,10260.33,115.5,71.2,['cang_bai']
5_1_1_7_0,10250.63,156.9,93.7,"['zhui_yi', 'jue_yuan']"
8_7_4_4_2,10242.29,115.5,80.9,"['cang_bai', 'yue_tuan']"
11_0_4_7_0,10237.98,136.3,83.6,['yue_tuan']
7_3_4_0_2,10236.18,122.0,72.0,['cang_bai']
5_6_4_7_2,10235.84,118.1,89.4,[]
11_7_4_7_0,10234.44,136.3,93.3,['yue_tuan']
4_4_1_0_2,10233.95,121.4,89.1,"['zhui_yi', 'cang_bai']"
4_7_4_7_0,10232.74,136.3,86.7,['yue_tuan']
4_3_1_7_4,10226.39,142.8,59.5,"['zhui_yi', 'zong_shi']"
5_7_1_7_0,10223.68,130.4,103.4,['zhui_yi']
5_4_1_7_0,10222.96,130.4,101.5,['zhui_yi']
5_0_4_7_2,10211.69,118.1,80.1,[]
5_1_4_7_2,10210.71,124.6,80.1,[]
8_1_4_1_2,10208.55,142.0,73.2,"['cang_bai', 'jue_yuan']"
7_4_4_7_1,10207.64,116.8,89.1,['cang_bai']
0_1_4_7_0,10206.42,156.9,73.9,['jue_yuan']
8_5_1_7_2,10204.79,132.3,91.0,['cang_bai']
8_4_4_4_2,10203.25,115.5,79.0,['cang_bai']
11_4_4_7_0,10202.0,136.3,91.4,['yue_tuan']
5_0_1_7_0,10190.11,130.4,93.7,['zhui_yi']
5_6_4_7_0,10188.81,130.4,89.4,[]
1_3_4_7_4,10188.46,151.1,53.3,"['jue_yuan', 'zong_shi']"
6_4_1_7_2,10187.15,128.5,102.7,['cang_bai']
9_4_1_7_2,10187.15,129.8,98.0,"['zong_shi', 'cang_bai']"
7_4_1_7_4,10185.76,118.8,71.6,"['cang_bai', 'zong_shi']"
8_4_4_0_0,10183.39,137.5,72.4,['cang_bai']
8_0_4_1_2,10179.69,115.5,73.2,['cang_bai']
7_6_4_7_0,10178.78,124.6,90.6,[]
1_4_4_0_2,10177.0,109.7,82.9,['cang_bai']
4_4_1_4_2,10174.87,111.7,95.7,"['zhui_yi', 'cang_bai']"
7_3_4_4_2,10173.63,132.3,78.6,"['cang_bai', 'jue_yuan']"
4_8_1_7_2,10172.64,124.0,97.6,['zhui_yi']
4_4_4_7_0,10171.52,136.3,84.8,[]
0_7_4_7_0,10170.15,130.4,83.6,['yue_tuan']
8_7_4_1_2,10158.1,115.5,82.9,"['cang_bai', 'yue_tuan']"
6_2_4_7_2,10156.18,128.5,91.0,['cang_bai']
0_0_4_7_0,10155.1,130.4,73.9,['hai_ran']
0_4_4_7_0,10153.58,130.4,81.7,[]
3_6_4_7_2,10140.78,112.3,89.0,[]
6_4_1_7_0,10137.66,140.8,102.7,['cang_bai']
5_1_4_7_0,10132.29,156.9,80.1,['jue_yuan']
2_4_1_7_2,10123.19,129.8,101.5,['cang_bai']
8_3_1_7_0,10122.68,172.4,87.5,['jue_yuan']
7_1_4_7_0,10122.6,151.1,81.3,['jue_yuan']
8_4_4_4_0,10122.22,147.8,79.0,"['cang_bai', 'jue_yuan']"
3_0_4_7_2,10121.78,112.3,79.7,[]
8_6_4_7_4,10121.78,134.3,52.1,['zong_shi']
5_7_4_7_2,10119.99,118.1,89.8,['yue_tuan']
3_1_4_7_2,10118.64,138.8,79.7,['jue_yuan']
8_4_4_1_2,10116.0,115.5,81.0,['cang_bai']
1_4_4_4_2,10114.09,120,89.5,"['jue_yuan', 'cang_bai']"
10_4_1_7_2,10112.27,129.1,95.3,"['zong_shi', 'cang_bai']"
5_0_4_7_0,10108.97,130.4,80.1,[]
7_0_4_7_0,10099.52,124.6,81.3,[]
3_6_4_7_0,10098.61,144.6,89.0,['jue_yuan']
4_3_4_7_4,10095.7,142.8,45.9,['zong_shi']
1_3_1_7_2,10095.61,144.6,98.0,['jue_yuan']
11_4_4_0_2,10094.95,121.4,82.1,"['yue_tuan', 'cang_bai']"
4_4_1_1_2,10094.68,111.7,97.7,"['zhui_yi', 'cang_bai']"
4_4_4_0_2,10091.51,121.4,75.5,['cang_bai']
5_4_1_0_2,10089.41,115.5,92.2,"['zhui_yi', 'cang_bai']"
11_3_4_7_4,10089.23,142.8,52.5,"['yue_tuan', 'zong_shi']"
7_3_4_1_2,10088.75,132.3,80.6,"['cang_bai', 'jue_yuan']"
7_6_4_0_2,10076.81,109.7,81.3,['cang_bai']
7_2_1_7_2,10069.48,112.3,104.6,['cang_bai']
5_3_1_7_4,10069.36,136.9,62.6,"['zhui_yi', 'zong_shi']"
5_7_4_7_0,10067.28,130.4,89.8,['yue_tuan']
4_8_1_7_0,10062.88,136.3,97.6,['zhui_yi']
8_8_4_7_0,10059.24,140.1,80.9,['yue_tuan']
7_7_4_7_0,10057.38,124.6,91.0,['yue_tuan']
8_1_4_7_4,10050.4,140.8,42.8,['zong_shi']
3_1_4_7_0,10045.08,151.1,79.7,['jue_yuan']
8_4_4_1_0,10039.22,147.8,81.0,"['cang_bai', 'jue_yuan']"
0_4_4_0_2,10038.68,115.5,72.4,"['hai_ran', 'cang_bai']"
11_4_4_4_2,10033.96,111.7,88.7,"['yue_tuan', 'cang_bai']"
5_4_1_4_2,10030.5,105.8,98.8,"['zhui_yi', 'cang_bai']"
1_4_4_1_2,10028.72,120,91.5,"['jue_yuan', 'cang_bai']"
4_4_4_4_2,10028.61,111.7,82.1,['cang_bai']
3_7_4_7_2,10026.01,112.3,89.4,['yue_tuan']
7_4_4_7_5,10025.87,132.4,89.1,"['cang_bai', 'zong_shi']"
4_6_1_7_4,10025.61,130.5,68.8,"['zhui_yi', 'zong_shi']"
11_3_1_7_2,10024.75,136.3,97.2,[]
3_0_4_7_0,10023.91,144.6,79.7,['jue_yuan']
0_3_4_7_4,10020.84,136.9,42.8,['zong_shi']
8_3_1_0_2,10017.65,137.5,78.2,['cang_bai']
1_3_1_7_0,10017.48,156.9,98.0,['jue_yuan']
7_6_4_4_2,10015.65,100,87.9,['cang_bai']
8_0_4_7_4,10015.52,134.3,42.8,['zong_shi']
7_4_4_7_3,10014.86,123.3,67.7,['cang_bai']
1_6_4_7_4,10011.86,118.8,62.6,['zong_shi']
5_8_1_7_2,10007.68,118.1,100.7,['zhui_yi']
1_8_4_7_2,10005.75,112.3,91.4,['yue_tuan']
7_1_4_0_2,10005.51,116.2,72.0,['cang_bai']
5_4_4_7_0,10002.19,130.4,87.9,[]
8_7_4_7_4,9997.71,134.3,52.5,"['yue_tuan', 'zong_shi']"
8_8_4_0_2,9989.36,125.2,71.6,"['cang_bai', 'yue_tuan']"
8_4_1_7_1,9984.88,132.3,95.3,['cang_bai']
0_4_4_4_2,9978.9,105.8,79.0,['cang_bai']
3_7_4_7_0,9978.16,144.6,89.4,"['jue_yuan', 'yue_tuan']"
0_3_1_7_2,9974.31,130.4,87.5,[]
1_8_4_7_0,9970.48,144.6,91.4,"['jue_yuan', 'yue_tuan']"
7_0_4_0_2,9969.9,109.7,72.0,"['cang_bai', 'hai_ran']"
7_7_4_0_2,9962.76,109.7,81.7,"['cang_bai', 'yue_tuan']"
11_8_4_7_2,9960.08,124.0,90.6,['yue_tuan']
8_3_1_4_2,9957.36,147.8,84.8,"['cang_bai', 'jue_yuan']"
8_6_1_7_0,9951.62,140.1,96.8,[]
11_4_4_1_2,9951.2,111.7,90.7,"['yue_tuan', 'cang_bai']"
5_4_1_1_2,9950.56,105.8,100.8,"['zhui_yi', 'cang_bai']"
7_1_4_4_2,9946.27,126.5,78.6,"['cang_bai', 'jue_yuan']"
4_4_4_1_2,9943.24,111.7,84.1,['cang_bai']
5_4_4_0_2,9941.89,115.5,78.6,['cang_bai']
1_6_1_7_2,9934.74,112.3,107.3,[]
7_4_4_0_2,9932.92,109.7,79.8,['cang_bai']
7_6_4_1_2,9932.64,100,89.9,['cang_bai']
5_3_4_7_4,9932.53,136.9,49.0,['zong_shi']
1_1_4_7_4,9928.73,145.3,53.3,"['jue_yuan', 'zong_shi']"
8_8_4_4_2,9926.82,115.5,78.2,"['cang_bai', 'yue_tuan']"
0_8_4_7_2,9925.56,118.1,80.9,['yue_tuan']
7_3_4_7_4,9922.81,131.1,50.2,['zong_shi']
4_4_1_7_4,9922.57,130.5,67.3,"['zhui_yi', 'zong_shi']"
4_6_4_7_4,9921.37,130.5,55.2,['zong_shi']
11_3_1_7_0,9916.7,168.6,97.2,['jue_yuan']
6_5_4_7_2,9913.15,133.0,84.8,['cang_bai']
7_0_4_4_2,9912.05,100,78.6,['cang_bai']
3_4_4_7_0,9909.56,144.6,87.5,['jue_yuan']
4_8_4_7_2,9905.29,124.0,84.0,['yue_tuan']
11_6_4_7_4,9903.81,130.5,61.8,"['yue_tuan', 'zong_shi']"
5_8_1_7_0,9903.75,130.4,100.7,['zhui_yi']
7_7_4_4_2,9902.29,100,88.3,"['cang_bai', 'yue_tuan']"
0_4_4_1_2,9897.77,105.8,81.0,['cang_bai']
4_1_1_7_4,9896.87,137.0,59.5,"['zhui_yi', 'zong_shi']"
9_3_4_7_2,9895.83,142.1,76.6,['zong_shi']
11_8_4_7_0,9894.88,136.3,90.6,['yue_tuan']
4_7_1_7_4,9890.24,130.5,69.2,"['zhui_yi', 'zong_shi']"
1_7_4_7_4,9886.05,118.8,63.0,"['yue_tuan', 'zong_shi']"
1_0_4_7_4,9884.65,118.8,53.3,['zong_shi']
1_1_1_7_2,9881.13,138.8,98.0,['jue_yuan']
5_4_4_4_2,9879.16,105.8,85.2,['cang_bai']
6_8_1_7_2,9878.69,128.5,101.9,['cang_bai']
8_1_1_7_0,9878.36,166.6,87.5,['jue_yuan']
8_3_1_1_2,9875.54,147.8,86.8,"['cang_bai', 'jue_yuan']"
4_8_4_7_0,9875.15,136.3,84.0,['yue_tuan']
5_6_1_7_4,9871.57,124.6,71.9,"['zhui_yi', 'zong_shi']"
7_4_4_4_2,9870.2,100,86.4,['cang_bai']
6_3_4_7_0,9866.18,173.1,81.3,['jue_yuan']
9_3_4_7_0,9866.18,174.4,76.6,"['zong_shi', 'jue_yuan']"
7_1_4_1_2,9865.87,126.5,80.6,"['cang_bai', 'jue_yuan']"
4_2_1_7_2,9863.66,124.0,100.3,['zhui_yi']
3_4_4_0_2,9861.24,109.7,78.2,['cang_bai']
1_0_1_7_2,9859.63,112.3,98.0,[]
1_4_4_7_4,9857.71,118.8,61.1,['zong_shi']
11_6_1_7_2,9855.06,124.0,106.5,[]
8_6_1_0_2,9852.35,125.2,87.5,['cang_bai']
0_3_1_7_0,9847.3,162.7,87.5,['jue_yuan']
3_3_4_7_4,9845.04,151.1,48.6,"['jue_yuan', 'zong_shi']"
2_3_4_7_2,9843.62,162.1,80.1,['jue_yuan']
7_4_4_0_0,9842.4,122.0,79.8,['cang_bai']
8_8_4_1_2,9841.93,115.5,80.2,"['cang_bai', 'yue_tuan']"
8_0_1_7_0,9841.76,140.1,87.5,[]
0_8_4_7_0,9841.41,130.4,80.9,['yue_tuan']
4_1_4_7_4,9841.4,137.0,45.9,['zong_shi']
1_6_1_7_0,9841.11,144.6,107.3,['jue_yuan']
7_0_4_1_2,9833.53,100,80.6,['cang_bai']
10_3_4_7_2,9833.32,141.4,73.9,['zong_shi']
0_6_4_7_4,9829.8,124.6,52.1,['zong_shi']
8_7_1_7_0,9828.12,140.1,97.2,[]
7_7_4_1_2,9820.23,100,90.3,"['cang_bai', 'yue_tuan']"
7_5_1_7_2,9817.95,116.8,98.4,['cang_bai']
4_0_1_7_4,9817.86,130.5,59.5,"['zhui_yi', 'zong_shi']"
1_7_1_7_2,9815.19,112.3,107.7,[]
8_4_1_7_5,9810.37,147.9,95.3,"['cang_bai', 'zong_shi']"
6_3_4_0_2,9804.27,138.2,72.0,['cang_bai']
11_1_4_7_4,9802.37,137.0,52.5,"['yue_tuan', 'zong_shi']"
8_4_1_7_3,9799.8,138.8,73.9,['cang_bai']
4_0_4_7_4,9799.59,130.5,45.9,['zong_shi']
0_6_1_7_2,9799.0,118.1,96.8,[]
3_4_4_4_2,9798.51,120,84.8,"['jue_yuan', 'cang_bai']"
4_7_4_7_4,9796.7,130.5,55.6,"['yue_tuan', 'zong_shi']"
5_4_4_1_2,9794.03,105.8,87.2,['cang_bai']
8_6_1_4_2,9793.44,115.5,94.1,['cang_bai']
2_3_4_7_0,9790.61,174.4,80.1,['jue_yuan']
7_4_4_1_2,9785.07,100,88.4,['cang_bai']
11_1_1_7_2,9783.14,130.5,97.2,[]
7_4_4_4_0,9782.8,132.3,86.4,"['cang_bai', 'jue_yuan']"
10_3_4_7_0,9780.86,173.7,73.9,"['zong_shi', 'jue_yuan']"
11_7_4_7_4,9774.86,130.5,62.2,"['yue_tuan', 'zong_shi']"
11_4_4_7_4,9771.59,130.5,60.3,"['yue_tuan', 'zong_shi']"
8_4_4_0_4,9768.87,131.7,41.3,['cang_bai']
8_1_1_0_2,9766.92,131.7,78.2,['cang_bai']
5_4_1_7_4,9766.27,124.6,70.4,"['zhui_yi', 'zong_shi']"
4_4_4_7_4,9764.65,130.5,53.7,['zong_shi']
8_2_4_7_0,9764.38,160.1,83.6,['jue_yuan']
5_6_4_7_4,9761.19,124.6,58.3,['zong_shi']
4_4_2_7_2,9757.19,175.8,90.6,"['zhui_yi', 'cang_bai']"
1_1_1_7_0,9756.1,151.1,98.0,['jue_yuan']
7_3_1_7_0,9754.85,156.9,94.9,['jue_yuan']
7_6_4_7_4,9751.71,118.8,59.5,['zong_shi']
9_6_4_7_2,9751.24,129.8,85.9,['zong_shi']
11_0_1_7_2,9747.41,124.0,97.2,[]
5_1_1_7_4,9746.42,131.1,62.6,"['zhui_yi', 'zong_shi']"
11_0_4_7_4,9744.06,130.5,52.5,"['yue_tuan', 'zong_shi']"
6_3_4_4_2,9743.11,148.5,78.6,"['cang_bai', 'jue_yuan']"
3_3_1_7_2,9740.34,144.6,93.3,['jue_yuan']
4_2_1_7_0,9739.61,156.3,100.3,"['zhui_yi', 'jue_yuan']"
5_7_1_7_4,9737.82,124.6,72.3,"['zhui_yi', 'zong_shi']"
8_7_1_0_2,9736.57,125.2,87.9,['cang_bai']
5_8_4_7_2,9734.19,118.1,87.1,['yue_tuan']
11_7_1_7_2,9732.37,124.0,106.9,['yue_tuan']
11_6_1_7_0,9731.5,136.3,106.5,[]
9_0_4_7_2,9728.42,129.8,76.6,['zong_shi']
9_1_4_7_2,9727.31,136.3,76.6,['zong_shi']
8_4_1_0_2,9726.8,125.2,86.0,['cang_bai']
8_3_4_7_1,9722.94,164.6,73.9,['jue_yuan']
1_2_4_7_2,9720.81,132.3,94.1,['jue_yuan']
8_0_1_0_2,9720.13,125.2,78.2,"['cang_bai', 'hai_ran']"
0_1_4_7_4,9716.77,131.1,42.8,['zong_shi']
1_7_1_7_0,9715.87,144.6,107.7,['jue_yuan']
0_1_1_7_2,9715.49,124.6,87.5,[]
8_6_1_1_2,9713.5,115.5,96.1,['cang_bai']
3_4_4_1_2,9713.39,120,86.8,"['jue_yuan', 'cang_bai']"
0_4_4_7_4,9711.44,124.6,50.6,['zong_shi']
8_2_4_0_2,9711.19,125.2,74.3,['cang_bai']
8_4_4_4_4,9710.84,122.0,47.9,['cang_bai']
1_0_1_7_0,9710.29,144.6,98.0,['jue_yuan']
8_1_1_4_2,9709.93,142.0,84.8,"['cang_bai', 'jue_yuan']"
5_8_4_7_0,9709.88,130.4,87.1,['yue_tuan']
4_3_1_7_1,9707.53,160.8,90.6,"['zhui_yi', 'jue_yuan']"
6_6_4_7_0,9706.07,140.8,90.6,[]
9_6_4_7_0,9706.07,142.1,85.9,['zong_shi']
6_4_4_7_1,9704.86,133.0,89.1,['cang_bai']
5_2_1_7_2,9702.76,118.1,103.4,['zhui_yi']
7_4_4_1_0,9701.91,132.3,88.4,"['cang_bai', 'jue_yuan']"
7_8_4_7_0,9699.89,124.6,88.3,['yue_tuan']
0_7_4_7_4,9698.85,124.6,52.5,"['yue_tuan', 'zong_shi']"
2_6_4_7_2,9692.28,129.8,89.4,[]
1_4_1_7_0,9691.01,144.6,105.8,['jue_yuan']
8_3_1_7_4,9688.4,146.6,56.4,['zong_shi']
5_1_4_7_4,9684.8,131.1,49.0,['zong_shi']
6_4_1_7_4,9682.91,135.0,71.6,"['cang_bai', 'zong_shi']"
10_6_4_7_2,9682.23,129.1,83.2,['zong_shi']
7_3_1_0_2,9678.38,122.0,85.6,['cang_bai']
8_7_1_4_2,9678.36,115.5,94.5,['cang_bai']
3_3_1_7_0,9678.04,156.9,93.3,['jue_yuan']
3_6_4_7_4,9675.86,118.8,57.9,['zong_shi']
7_1_4_7_4,9675.65,125.3,50.2,['zong_shi']
0_7_1_7_2,9674.3,118.1,97.2,[]
1_2_4_7_0,9671.25,144.6,94.1,['jue_yuan']
0_0_1_7_2,9670.75,118.1,87.5,['hai_ran']
5_0_1_7_4,9669.9,124.6,62.6,"['zhui_yi', 'zong_shi']"
11_2_4_7_2,9667.24,124.0,93.3,['yue_tuan']
8_4_1_4_2,9666.33,115.5,92.6,['cang_bai']
8_0_1_4_2,9664.53,115.5,84.8,['cang_bai']
6_3_4_1_2,9660.1,148.5,80.6,"['cang_bai', 'jue_yuan']"
7_8_4_0_2,9657.11,109.7,79.0,"['cang_bai', 'yue_tuan']"
0_6_1_7_0,9656.49,130.4,96.8,[]
8_8_4_7_4,9654.29,134.3,49.8,"['yue_tuan', 'zong_shi']"
2_1_4_7_2,9654.07,156.3,80.1,['jue_yuan']
6_1_4_7_0,9650.76,167.3,81.3,['jue_yuan']
9_1_4_7_0,9650.76,168.6,76.6,"['zong_shi', 'jue_yuan']"
8_2_4_4_2,9650.38,135.5,80.9,"['cang_bai', 'jue_yuan']"
0_0_4_7_4,9649.45,124.6,42.8,"['hai_ran', 'zong_shi']"
6_6_4_0_2,9648.03,125.9,81.3,['cang_bai']
5_0_4_7_4,9645.48,124.6,49.0,['zong_shi']
10_1_4_7_2,9644.35,135.6,73.9,['zong_shi']
2_0_4_7_2,9644.04,129.8,80.1,[]
3_8_4_7_2,9639.41,112.3,86.7,['yue_tuan']
9_7_4_7_2,9638.32,129.8,86.3,"['zong_shi', 'yue_tuan']"
5_7_4_7_4,9638.14,124.6,58.7,"['yue_tuan', 'zong_shi']"
7_0_4_7_4,9636.57,118.8,50.2,['zong_shi']
